13:51:39  watchdog: 390분 뒤 강제 정지 예약
13:51:39  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
13:51:42  ◆ 앱 기동 — 연속 색인 시작(1회차)
15:36:46  [watch] 청크 122291 (+1297) 원본당 57.3ms | INSERT 2.417ms/건 | ckpt 21/0 wal 2621.6MB | dead 0 vac 15 run=0 | hnsw 206MB | cpu app 0.39% db 4.79% tei 199.92% | base 63.0
15:37:49  [watch] 청크 123483 (+1192) 원본당 63.0ms | INSERT 2.326ms/건 | ckpt 21/0 wal 2634.5MB | dead 0 vac 15 run=0 | hnsw 208MB | cpu app 0.23% db 0.23% tei 200.89% | base 63.0
15:38:52  [watch] 청크 124685 (+1202) 원본당 63.0ms | INSERT 2.576ms/건 | ckpt 21/0 wal 2643.4MB | dead 0 vac 15 run=0 | hnsw 210MB | cpu app 0.91% db 106.33% tei 109.63% | base 63.0
15:39:55  [watch] 청크 125979 (+1294) 원본당 57.3ms | INSERT 3.466ms/건 | ckpt 22/0 wal 2772.3MB | dead 0 vac 15 run=0 | hnsw 212MB | cpu app 0.37% db 4.81% tei 200.03% | base 63.0
15:40:58  [watch] 청크 127073 (+1094) 원본당 70.0ms | INSERT 2.366ms/건 | ckpt 22/0 wal 2818.1MB | dead 0 vac 15 run=0 | hnsw 214MB | cpu app 0.66% db 10.09% tei 159.20% | base 63.0
15:42:01  [watch] 청크 128274 (+1201) 원본당 63.0ms | INSERT 2.391ms/건 | ckpt 22/0 wal 2841.9MB | dead 0 vac 15 run=0 | hnsw 216MB | cpu app 0.21% db 5.63% tei 164.86% | base 63.0
15:43:05  [watch] 청크 129476 (+1202) 원본당 64.0ms | INSERT 2.370ms/건 | ckpt 22/0 wal 2855.0MB | dead 0 vac 15 run=0 | hnsw 218MB | cpu app 1.37% db 4.93% tei 144.24% | base 63.0
15:44:08  [watch] 청크 130687 (+1211) 원본당 63.0ms | INSERT 2.346ms/건 | ckpt 23/0 wal 2883.1MB | dead 0 vac 15 run=0 | hnsw 220MB | cpu app 0.35% db 0.06% tei 201.01% | base 63.0
15:45:11  [watch] 청크 131999 (+1312) 원본당 57.3ms | INSERT 2.507ms/건 | ckpt 23/0 wal 3007.8MB | dead 0 vac 16 run=0 | hnsw 222MB | cpu app 0.37% db 0.11% tei 199.80% | base 63.0
15:46:14  [watch] 청크 133204 (+1205) 원본당 63.0ms | INSERT 2.391ms/건 | ckpt 23/0 wal 3052.7MB | dead 0 vac 16 run=0 | hnsw 224MB | cpu app 0.21% db 0.06% tei 200.15% | base 63.0
