         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 
     execution: local
        script: traffic.js
        output: -
     scenarios: (100.00%) 1 scenario, 2000 max VUs, 10m10s max duration (incl. graceful stop):
              * traffic: Up to 1454.00 iterations/s for 10m0s over 40 stages (maxVUs: 250-2000, gracefulStop: 10s)
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
time="2026-09-20T02:56:41Z" level=info msg="setup: 세션 300/300 준비" source=console
running (04m52.9s), 0134/0303 VUs, 269142 complete and 0 interrupted iterations
running (04m53.9s), 0120/0303 VUs, 270365 complete and 0 interrupted iterations
running (04m54.9s), 0122/0303 VUs, 271539 complete and 0 interrupted iterations
running (04m55.9s), 0114/0303 VUs, 272687 complete and 0 interrupted iterations
running (04m56.9s), 0111/0303 VUs, 273793 complete and 0 interrupted iterations
running (04m57.9s), 0106/0303 VUs, 274868 complete and 0 interrupted iterations
running (04m58.9s), 0110/0303 VUs, 275897 complete and 0 interrupted iterations
running (04m59.9s), 0102/0303 VUs, 276904 complete and 0 interrupted iterations
running (05m00.9s), 0100/0303 VUs, 277869 complete and 0 interrupted iterations
running (05m01.9s), 0090/0303 VUs, 278807 complete and 0 interrupted iterations
running (05m02.9s), 0089/0303 VUs, 279700 complete and 0 interrupted iterations
running (05m03.9s), 0095/0303 VUs, 280552 complete and 0 interrupted iterations
running (05m04.9s), 0090/0303 VUs, 281380 complete and 0 interrupted iterations
running (05m05.9s), 0085/0303 VUs, 282171 complete and 0 interrupted iterations
running (05m06.9s), 0077/0303 VUs, 282944 complete and 0 interrupted iterations
running (05m07.9s), 0082/0303 VUs, 283713 complete and 0 interrupted iterations
running (05m08.9s), 0090/0303 VUs, 284488 complete and 0 interrupted iterations
running (05m09.9s), 0086/0303 VUs, 285283 complete and 0 interrupted iterations
running (05m10.9s), 0072/0303 VUs, 286096 complete and 0 interrupted iterations
running (05m11.9s), 0085/0303 VUs, 286893 complete and 0 interrupted iterations
running (05m12.9s), 0079/0303 VUs, 287717 complete and 0 interrupted iterations
running (05m13.9s), 0089/0303 VUs, 288533 complete and 0 interrupted iterations
running (05m14.9s), 0080/0303 VUs, 289378 complete and 0 interrupted iterations
running (05m15.9s), 0085/0303 VUs, 290217 complete and 0 interrupted iterations
running (05m16.9s), 0089/0303 VUs, 291066 complete and 0 interrupted iterations
running (05m17.9s), 0087/0303 VUs, 291930 complete and 0 interrupted iterations
running (05m18.9s), 0084/0303 VUs, 292805 complete and 0 interrupted iterations
running (05m19.9s), 0093/0303 VUs, 293675 complete and 0 interrupted iterations
running (05m20.9s), 0092/0303 VUs, 294565 complete and 0 interrupted iterations
running (05m21.9s), 0101/0303 VUs, 295457 complete and 0 interrupted iterations
running (05m22.9s), 0100/0303 VUs, 296377 complete and 0 interrupted iterations
running (05m23.9s), 0112/0303 VUs, 297301 complete and 0 interrupted iterations
running (05m24.9s), 0098/0303 VUs, 298270 complete and 0 interrupted iterations
running (05m25.9s), 0107/0303 VUs, 299234 complete and 0 interrupted iterations
running (05m26.9s), 0108/0303 VUs, 300225 complete and 0 interrupted iterations
running (05m27.9s), 0105/0303 VUs, 301238 complete and 0 interrupted iterations
